NUMERO_EXPEDIENTE;FECHA_SOLICITUD;ORGANO_COMPETENTE;DESCRIPCION_CAUSA_TERMINACION;FECHA_RESOLUCION;TIPO_DE_ENTRADA;IDENTIFICACION_SOLICITANTE(S/N);PERSONA_FISICA/JURIDICA
213/2024/01769;22/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01770;23/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01771;23/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01772;23/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01773;23/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01774;23/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01775;24/06/2024;Secretaría General Técnica del Área de Gobierno de Obras y Equipamientos;Conceder;11/07/2024;IN - Internet                                                    ;S;F
213/2024/01776;20/06/2024;Empresa Municipal de Transportes, S.A.;Conceder;22/07/2024;AC - Atención al ciudadano                                       ;S;F
213/2024/01779;24/06/2024;Dirección General de Transparencia y Calidad;No competencia municipal;03/07/2024;IN - Internet                                                    ;S;F
213/2024/01780;24/06/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;Conceder;10/07/2024;IN - Internet                                                    ;S;F
213/2024/01781;24/06/2024;Gerencia de Agencia de Actividades;Resolución concediendo;05/07/2024;IN - Internet                                                    ;N;
213/2024/01782;22/06/2024;Dirección General de Transparencia y Calidad;No competencia municipal;03/07/2024;AC - Atención al ciudadano                                       ;S;F
213/2024/01783;24/06/2024;Coordinación del Distrito de Centro;;;IN - Internet                                                    ;S;F
213/2024/01784;25/06/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;Conceder;23/07/2024;IN - Internet                                                    ;S;F
213/2024/01785;25/06/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;Acuerdo de acumulación;26/06/2024;IN - Internet                                                    ;S;F
213/2024/01786;25/06/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;;;IN - Internet                                                    ;S;F
213/2024/01787;25/06/2024;Secretaría General Técnica del Área de Gobierno de Obras y Equipamientos;Conceder;28/06/2024;IN - Internet                                                    ;S;F
213/2024/01788;21/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;05/07/2024;OT - Otros                                                       ;S;F
213/2024/01790;25/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;03/07/2024;IN - Internet                                                    ;S;F
213/2024/01791;25/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01792;26/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;28/06/2024;IN - Internet                                                    ;S;F
213/2024/01794;24/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;04/07/2024;AC - Atención al ciudadano                                       ;S;F
213/2024/01795;18/06/2024;Gerencia de Agencia de Actividades;Conceder;26/07/2024;OT - Otros                                                       ;S;F
213/2024/01796;18/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;03/07/2024;OT - Otros                                                       ;S;F
213/2024/01797;18/06/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;Inadmitir a Trámite;01/07/2024;OT - Otros                                                       ;S;F
213/2024/01798;31/05/2024;Secretaría General Técnica del Área de Gobierno de Obras y Equipamientos;Conceder;11/07/2024;AC - Atención al ciudadano                                       ;S;J
213/2024/01799;27/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;22/07/2024;IN - Internet                                                    ;S;F
213/2024/01800;27/06/2024;Gerencia de Agencia de Actividades;Conceder;08/07/2024;IN - Internet                                                    ;S;F
213/2024/01801;27/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01802;28/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01803;28/06/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01804;20/06/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;Conceder;18/07/2024;AC - Atención al ciudadano                                       ;S;F
213/2024/01805;20/06/2024;Coordinación General de Vicealcaldía;Resolución concediendo;18/07/2024;AC - Atención al ciudadano                                       ;S;F
213/2024/01806;20/06/2024;Secretaría General Técnica de Coordinación General de la Alcaldía;Conceder;16/07/2024;AC - Atención al ciudadano                                       ;S;F
213/2024/01807;29/06/2024;Secretaría General Técnica del Área de Gobierno de Políticas de Vivienda;Conceder;12/07/2024;IN - Internet                                                    ;S;F
213/2024/01808;29/06/2024;Coordinación del Distrito de Usera;Conceder;10/07/2024;IN - Internet                                                    ;S;F
213/2024/01809;30/06/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;Conceder parcial;18/07/2024;IN - Internet                                                    ;S;F
213/2024/01812;01/07/2024;Coordinación del Distrito de Hortaleza;;;IN - Internet                                                    ;S;J
213/2024/01813;01/07/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;09/07/2024;IN - Internet                                                    ;S;F
213/2024/01814;01/07/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;22/07/2024;IN - Internet                                                    ;S;F
213/2024/01815;01/07/2024;Coordinación del Distrito de Centro;;;SR - Sugerencias y Reclamaciones                                 ;S;F
213/2024/01817;01/07/2024;Gerencia de Agencia de Actividades;Conceder;18/07/2024;IN - Internet                                                    ;S;F
213/2024/01818;01/07/2024;Gerencia de Agencia de Actividades;Conceder;24/07/2024;IN - Internet                                                    ;S;F
213/2024/01819;01/07/2024;Gerencia de Agencia de Actividades;Conceder;24/07/2024;IN - Internet                                                    ;S;F
213/2024/01820;01/07/2024;Gerencia de Agencia de Actividades;Conceder;24/07/2024;IN - Internet                                                    ;S;F
213/2024/01821;01/07/2024;Gerencia de Agencia de Actividades;Conceder;31/07/2024;IN - Internet                                                    ;S;F
213/2024/01822;01/07/2024;Gerencia de Agencia de Actividades;;;IN - Internet                                                    ;S;F
213/2024/01823;02/07/2024;Coordinación General de Vicealcaldía;Resolución concediendo;26/07/2024;IN - Internet                                                    ;S;F
213/2024/01824;02/07/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;;;IN - Internet                                                    ;S;F
213/2024/01827;02/07/2024;Coordinación del Distrito de Chamberí;Conceder;28/07/2024;IN - Internet                                                    ;S;F
213/2024/01828;03/07/2024;Secretaría General Técnica del AG de Vicealcaldía, Portavoz, Seguridad y Emerg;Inadmitir a Trámite;10/07/2024;IN - Internet                                                    ;S;F
213/2024/01829;04/07/2024;Coordinación del Distrito de Arganzuela;Conceder;23/07/2024;IN - Internet                                                    ;S;F
213/2024/01830;04/07/2024;Coordinación del Distrito de Barajas;Conceder;12/07/2024;IN - Internet                                                    ;S;F
213/2024/01831;04/07/2024;Secretaría General Técnica del Área de Gobierno de Cultura, Turismo y Deporte;Conceder;30/07/2024;IN - Internet                                                    ;S;F
213/2024/01832;04/07/2024;Coordinación del Distrito de Salamanca;Conceder;11/07/2024;IN - Internet                                                    ;S;F
213/2024/01833;04/07/2024;Coordinación del Distrito de Carabanchel;TIPO I Resuelta favorablemente;15/07/2024;IN - Internet                                                    ;N;
213/2024/01834;02/07/2024;Secretaría General Técnica del Área de Gobierno de Urbanismo,Medio Ambien y Mov;Conceder;11/07/2024;IN - Internet                                                    ;S;F
